"CÓD. 
DEP.",DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,"GRUPO 
DE CULTIVO","SUBGRUPO 
DE CULTIVO",CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,AÑO,PERIODO,"Área Sembrada
(ha)","Área Cosechada
(ha)","Producción
(t)","Rendimiento
(t/ha)",ESTADO FISICO PRODUCCION,"NOMBRE 
CIENTIFICO",CICLO DE CULTIVO
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,970,890,805,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,681,542,488,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,518,389,406,1.04,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,326,248,223,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,165,129,129,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,127,97,83,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,967,960,864,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,660,645,581,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,521,518,518,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,329,319,255,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,176,166,149,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,135,127,102,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,965,806,806,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,664,587,587,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,521,496,496,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,309,242,242,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,176,85,85,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,141,116,116,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,18,0,0,,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18479,MORELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,15,0,0,,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,5,0,0,,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,967,714,714,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,702,552,708,1.28,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,660,637,785,1.23,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,329,260,275,1.06,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,176,170,182,1.07,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,176,165,200,1.21,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,36,18,18,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,23,5,6,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18479,MORELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,18,15,15,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18756,SOLANO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,5,0,0,,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1224,1021,817,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,742,730,730,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,687,480,384,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,356,176,194,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,230,170,170,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,182,182,182,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,50,23,23,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,20,20,22,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18756,SOLANO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,12,5,4,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18479,MORELIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,3,3,3,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1284,1200,960,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,827,580,435,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,780,730,730,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,200,65,49,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,200,130,130,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,187,140,105,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,51,36,36,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18756,SOLANO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,25,2,2,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1357,977,762,0.78,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1029,720,561,0.78,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,917,672,476,0.71,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,323,199,141,0.71,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,255,196,139,0.71,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,203,142,111,0.78,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1289,1039,875,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1031,762,642,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,952,710,544,0.77,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,334,248,190,0.77,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,201,181,138,0.77,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,182,135,114,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1280,1146,1151,1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1065,865,990,1.14,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,992,771,901,1.17,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,347,293,329,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,207,182,187,1.03,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,201,155,192,1.24,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1264,1109,1152,1.04,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1097,874,1034,1.18,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1018,775,937,1.21,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,339,281,326,1.16,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,219,189,201,1.06,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,218,165,211,1.28,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1223,1048,1911,1.82,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1077,914,924,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,985,811,1480,1.82,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,327,284,431,1.52,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,227,158,200,1.26,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,215,194,163,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1210,990,1847,1.87,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1122,1004,1038,1.03,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,971,813,1516,1.87,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,322,304,472,1.55,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,231,197,254,1.29,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,187,177,153,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE
18,CAQUETA,18001,FLORENCIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2007,2007,400,66,96,1.45,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18029,ALBANIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,2007,2007,311,30,44,1.45,LATEX SECO,HEVEA BRAZILIENSIS,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,179,166,401,2.42,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,62,53,127,2.4,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18756,SOLANO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,51,16,38,2.38,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18860,VALPARAISO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,39,18,44,2.44,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,37,34,80,2.35,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,36,17,40,2.35,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,28,22,54,2.45,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,22,17,40,2.35,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18785,SOLITA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,18,16,39,2.44,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,13,11,27,2.45,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18460,MILAN,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,12,10,24,2.4,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18205,CURILLO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,10,9,21,2.33,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18479,MORELIA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,10,3,6,2,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18029,ALBANIA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,8,7,16,2.29,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,6,5,12,2.4,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2007,2007,3,3,6,2,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,159,150,390,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,55,47,123,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18756,SOLANO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,46,14,37,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18860,VALPARAISO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,35,17,43,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,33,30,78,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,32,15,39,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,25,20,52,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,20,15,39,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18785,SOLITA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,16,15,38,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,12,10,26,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18460,MILAN,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,11,9,23,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18205,CURILLO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,9,8,21,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18479,MORELIA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,9,2,6,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18029,ALBANIA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,7,6,16,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,5,5,12,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18256,EL PAUJIL,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2008,2008,3,2,6,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,125,100,260,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18592,PUERTO RICO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,57,47,122,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18001,FLORENCIA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,32,30,78,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18756,SOLANO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,31,14,36,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,23,20,52,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18785,SOLITA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,22,20,52,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18860,VALPARAISO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,22,17,44,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,20,18,47,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18410,MONTAÑITA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,16,15,39,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18205,CURILLO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,12,10,26,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18247,EL DONCELLO,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,11,10,26,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18460,MILAN,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,11,10,26,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18029,ALBANIA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,10,8,21,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,OTROS PERMANENTES,CAÑA,CAÑA MIEL,CAÑA MIEL,2009,2009,7,6,16,2.6,MELAZA,SACCHARUM OFFICINARUM,PERMANENTE
